MktCoupons,Quarter,Origin,OriginWac,Dest,DestWac,Miles,ContiguousUSA,NumTicketsOrdered,AirlineCompany,PricePerTicket
1,2,DTW,43,PHL,23,453.0,2,2.0,DL,130.5
1,2,MCO,33,PDX,92,2534.0,2,1.0,AS,316.0
1,4,SNA,91,SAT,74,1177.0,2,1.0,WN,228.63
1,1,LIH,2,PDX,92,2631.0,1,1.0,AS,173.0
1,3,ORD,41,LAX,91,1744.0,2,9.0,AA,402.0
1,2,BDL,11,LAS,85,2297.0,2,1.0,WN,358.81
1,1,HNL,2,OAK,91,2409.0,1,2.0,AS,445.0
1,2,DEN,82,PHL,23,1558.0,2,1.0,UA,303.0
1,3,DEN,82,LAX,91,862.0,2,1.0,F9,56.0
1,1,ATL,34,BDL,11,859.0,2,1.0,DL,212.0
1,4,ORD,41,ABQ,86,1118.0,2,1.0,AA,290.28
1,4,MIA,33,PHX,81,1972.0,2,2.0,AA,292.0
1,4,MSY,72,DEN,82,1062.0,2,1.0,WN,229.39
1,2,JAX,33,DCA,38,634.0,2,1.0,B6,168.0
1,4,MCO,33,DCA,38,759.0,2,1.0,B6,149.0
2,4,RNO,85,DTW,43,1903.0,2,1.0,DL,309.5
1,3,IND,42,CLT,36,427.0,2,1.0,AA,177.0
1,2,AUS,74,ATL,34,813.0,2,1.0,WN,109.0
1,4,DFW,74,LAX,91,1235.0,2,4.0,AA,238.5
1,1,ORD,41,FLL,33,1182.0,2,1.0,UA,200.0
1,3,PBI,33,EWR,21,1023.0,2,1.0,UA,516.0
1,4,JFK,22,PBI,33,1028.0,2,13.0,B6,159.0
1,4,AVP,23,ATL,34,714.0,2,2.0,DL,143.0
1,3,CRP,74,DAL,74,352.0,2,1.0,WN,127.0
1,1,SFO,91,SEA,93,679.0,2,2.0,AS,126.5
1,2,RDU,36,SEA,93,2354.0,2,3.0,AS,227.5
1,1,SFB,33,ROA,38,594.0,2,1.0,G4,140.0
1,3,BWI,35,LAX,91,2329.0,2,1.0,NK,77.28
1,2,TUL,73,TUS,81,906.0,2,1.0,WN,217.0
1,1,MCO,33,IND,42,829.0,2,1.0,DL,498.0
1,3,SBN,42,LAS,85,1594.0,2,1.0,G4,132.0
1,2,LGA,22,ORD,41,733.0,2,1.0,UA,388.0
1,3,VPS,33,LEX,52,532.0,2,1.0,G4,52.0
1,2,IAD,38,DEN,82,1452.0,2,2.0,UA,283.0
1,4,RDU,36,BOS,13,612.0,2,1.0,B6,121.5
1,2,TPA,33,ATL,34,406.0,2,1.0,WN,153.0
1,3,SJC,91,SEA,93,696.0,2,1.0,AS,269.5
1,4,LAX,91,DTW,43,1979.0,2,2.0,NK,72.24
1,4,FLL,33,LGA,22,1076.0,2,3.0,NK,81.0
1,4,BZN,84,ORD,41,1185.0,2,1.0,UA,269.5
1,3,BNA,54,LAX,91,1797.0,2,3.0,DL,183.5
1,4,MCO,33,MSP,63,1310.0,2,10.0,SY,58.0
1,2,PDX,92,ONT,91,838.0,2,1.0,WN,170.0
1,3,MDW,41,ATL,34,591.0,2,1.0,DL,285.12
1,4,DTW,43,STL,64,440.0,2,1.0,WN,89.53
1,4,SFO,91,FLL,33,2584.0,2,3.0,AS,618.0
1,2,SEA,93,MSP,63,1399.0,2,1.0,DL,275.5
1,1,SJC,91,SLC,87,584.0,2,1.0,WN,255.0
1,2,MCO,33,IAD,38,758.0,2,1.0,UA,219.5
1,2,LAS,85,JFK,22,2248.0,2,1.0,DL,272.5
1,4,EWR,21,MCO,33,937.0,2,1.0,NK,124.5
1,1,MCO,33,MHT,14,1142.0,2,2.0,WN,373.0
1,2,SJC,91,BWI,35,2439.0,2,3.0,WN,161.5
1,2,ATL,34,FLL,33,581.0,2,7.0,DL,153.5
1,1,DSM,61,AZA,81,1138.0,2,1.0,G4,188.5
1,4,PVD,15,DTW,43,615.0,2,4.0,DL,157.0
1,4,TUL,73,PHX,81,935.0,2,4.0,WN,253.0
1,2,LAX,91,LIH,2,2615.0,1,4.0,HA,275.5
1,4,ORD,41,SAV,34,773.0,2,4.0,UA,306.5
1,3,PHX,81,JFK,22,2153.0,2,6.0,DL,228.0
1,2,SEA,93,AUS,74,1770.0,2,2.0,AS,158.5
1,2,LAS,85,MCO,33,2039.0,2,1.0,WN,655.5
1,1,ATL,34,ORD,41,606.0,2,4.0,DL,252.5
1,3,ATL,34,LAS,85,1747.0,2,5.0,DL,284.0
1,4,CLT,36,ATL,34,226.0,2,1.0,AA,160.5
1,2,EWR,21,SEA,93,2402.0,2,4.0,AS,308.0
1,1,BNA,54,PIT,23,462.0,2,1.0,WN,111.56
1,2,ORD,41,DCA,38,612.0,2,1.0,UA,148.92
1,2,BUF,22,PHX,81,1912.0,2,1.0,WN,273.5
1,1,PGD,33,DSM,61,1206.0,2,1.0,G4,170.5
1,1,DAL,74,LGA,22,1381.0,2,1.0,WN,189.0
1,3,SEA,93,OAK,91,672.0,2,4.0,AS,67.5
1,4,PBI,33,BDL,11,1133.0,2,1.0,B6,770.0
1,4,BOS,13,EWR,21,200.0,2,2.0,UA,139.0
1,1,BDL,11,DEN,82,1671.0,2,1.0,UA,188.0
1,1,PBG,22,PGD,33,1311.0,2,1.0,G4,109.5
1,1,SEA,93,ONT,91,956.0,2,1.0,AS,322.5
1,1,EWR,21,BUF,22,282.0,2,2.0,UA,155.0
1,3,ORD,41,LGA,22,733.0,2,1.0,UA,202.12
1,2,EWR,21,MSY,72,1167.0,2,1.0,UA,149.0
1,1,DEN,82,DCA,38,1476.0,2,1.0,UA,98.5
1,1,DEN,82,SEA,93,1024.0,2,2.0,DL,106.5
1,2,PDX,92,SLC,87,630.0,2,11.0,DL,360.0
1,4,MIA,33,ATL,34,594.0,2,1.0,DL,317.0
1,1,DFW,74,LGA,22,1389.0,2,1.0,AA,284.15
1,3,DAL,74,BNA,54,623.0,2,4.0,WN,151.5
1,1,SFO,91,HNL,2,2398.0,1,1.0,UA,427.44
1,1,SAN,91,EWR,21,2425.0,2,1.0,AS,321.5
1,4,ORD,41,DSM,61,299.0,2,1.0,UA,155.0
1,4,SAN,91,ORD,41,1723.0,2,1.0,UA,295.0
1,3,BWI,35,MDW,41,611.0,2,1.0,WN,132.0
1,3,RDU,36,PHL,23,337.0,2,6.0,AA,184.5
1,4,ATL,34,MSY,72,425.0,2,1.0,DL,151.0
1,3,SAN,91,EWR,21,2425.0,2,1.0,UA,252.3
1,3,BWI,35,VPS,33,819.0,2,1.0,G4,85.5
1,2,OGG,2,SJC,91,2355.0,1,3.0,AS,348.0
1,1,FLL,33,BNA,54,793.0,2,7.0,WN,171.5
1,4,SAN,91,MDW,41,1728.0,2,2.0,WN,468.0
1,2,IAH,74,DEN,82,862.0,2,1.0,F9,135.5
1,2,MCO,33,STL,64,882.0,2,4.0,WN,459.5
1,1,LGA,22,HOU,74,1428.0,2,1.0,WN,212.23
1,4,LIH,2,PDX,92,2631.0,1,2.0,AS,294.0
1,3,BOS,13,RDU,36,612.0,2,6.0,B6,134.0
1,1,DFW,74,DEN,82,641.0,2,1.0,AA,163.0
1,2,KOA,2,LAX,91,2504.0,1,1.0,AA,382.0
1,3,EWR,21,MCO,33,937.0,2,1.0,UA,335.5
1,1,BOS,13,STL,64,1047.0,2,1.0,WN,450.0
1,4,RNO,85,JFK,22,2411.0,2,2.0,B6,267.0
1,1,PIT,23,SFB,33,809.0,2,6.0,G4,96.0
1,4,BOS,13,DTW,43,632.0,2,3.0,DL,367.0
1,1,DTW,43,PHL,23,453.0,2,1.0,DL,174.0
2,3,MSY,72,BOS,13,1368.0,2,1.0,UA,97.0
1,4,SEA,93,HNL,2,2677.0,1,1.0,DL,417.0
1,4,DTW,43,BNA,54,456.0,2,4.0,DL,189.5
2,1,SLC,87,ATL,34,1590.0,2,1.0,WN,139.0
1,2,TPA,33,PHL,23,920.0,2,1.0,AA,117.5
1,3,HOU,74,FLL,33,957.0,2,2.0,WN,176.0
1,3,SJC,91,MSP,63,1575.0,2,1.0,DL,65.5
1,1,IND,42,RSW,33,945.0,2,9.0,WN,341.5
1,2,TPA,33,CAK,44,894.0,2,2.0,NK,259.0
1,4,DFW,74,ORD,41,802.0,2,2.0,UA,329.0
1,1,FLL,33,MKE,45,1243.0,2,1.0,WN,321.0
1,2,IAD,38,DEN,82,1452.0,2,1.0,WN,271.0
1,1,MSP,63,ATL,34,907.0,2,1.0,NK,144.0
1,2,ATL,34,SAN,91,1892.0,2,2.0,DL,249.0
1,1,LGA,22,TPA,33,1010.0,2,1.0,DL,170.92
1,4,CLE,44,LAX,91,2052.0,2,1.0,UA,301.69
1,1,AUS,74,ORD,41,977.0,2,1.0,AA,202.65
1,3,BUF,22,FLL,33,1166.0,2,1.0,B6,151.0
1,4,BNA,54,TPA,33,612.0,2,11.0,WN,120.5
1,3,CLE,44,LAX,91,2052.0,2,1.0,NK,181.0
1,3,SEA,93,JFK,22,2422.0,2,2.0,B6,223.0
1,2,SNA,91,SMF,91,404.0,2,1.0,WN,198.0
1,1,FLL,33,BOS,13,1237.0,2,2.0,NK,55.5
1,2,SFO,91,OGG,2,2338.0,1,1.0,UA,199.0
1,1,MIA,33,LAX,91,2342.0,2,3.0,AA,251.0
1,4,LAS,85,PDX,92,763.0,2,1.0,NK,69.0
1,4,DCA,38,CHS,37,444.0,2,3.0,B6,273.0
1,1,DTW,43,FLL,33,1127.0,2,2.0,B6,137.0
1,4,SLC,87,LAX,91,590.0,2,2.0,DL,291.5
1,3,SEA,93,DEN,82,1024.0,2,3.0,AS,148.0
1,3,SAN,91,HOU,74,1313.0,2,2.0,WN,190.0
1,2,LAS,85,SFO,91,414.0,2,2.0,WN,159.5
1,2,BOS,13,CMH,44,640.0,2,8.0,WN,158.5
1,2,DSM,61,ATL,34,743.0,2,3.0,DL,241.5
1,3,LAX,91,IAH,74,1379.0,2,8.0,UA,666.0
1,1,ATL,34,MSP,63,907.0,2,2.0,DL,250.0
1,1,DEN,82,LAS,85,628.0,2,3.0,WN,146.0
1,3,PHX,81,JFK,22,2153.0,2,1.0,DL,164.0
1,4,EWR,21,AVL,36,583.0,2,1.0,UA,129.41
1,4,ATL,34,MLB,33,442.0,2,1.0,DL,254.5
1,1,MCO,33,MKE,45,1066.0,2,7.0,F9,68.0
1,2,DEN,82,PDX,92,991.0,2,1.0,WN,247.5
1,3,GEG,93,LAS,85,806.0,2,1.0,WN,109.19
1,3,LAX,91,PHL,23,2402.0,2,12.0,AA,219.0
1,2,MKE,45,ABQ,86,1142.0,2,1.0,WN,290.4
1,3,BNA,54,PHX,81,1449.0,2,3.0,WN,202.0
1,4,ANC,1,SIT,1,592.0,1,1.0,AS,309.0
1,1,MSP,63,ORD,41,334.0,2,3.0,AA,105.0
1,3,MYR,37,LGA,22,563.0,2,2.0,NK,104.5
1,3,LAX,91,ORD,41,1744.0,2,1.0,UA,139.0
1,1,BOS,13,CLE,44,563.0,2,1.0,B6,93.0
1,4,TPA,33,DEN,82,1506.0,2,1.0,WN,252.0
1,4,CVG,52,SRQ,33,812.0,2,1.0,G4,77.0
1,3,SLC,87,ORD,41,1250.0,2,1.0,AA,461.0
1,2,DFW,74,CLE,44,1021.0,2,1.0,AA,531.0
1,4,KOA,2,HNL,2,163.0,1,2.0,HA,87.08
1,4,JFK,22,SMF,91,2521.0,2,1.0,B6,172.5
1,4,MCO,33,HPN,22,972.0,2,4.0,B6,278.5
1,4,FLL,33,PBG,22,1334.0,2,4.0,G4,92.0
1,1,MCO,33,CLT,36,468.0,2,1.0,AA,244.0
1,3,MKE,45,ATL,34,669.0,2,3.0,DL,125.0
1,2,DFW,74,MIA,33,1121.0,2,1.0,AA,371.55
1,4,DEN,82,PHL,23,1558.0,2,1.0,AA,236.39
1,2,OMA,65,LAS,85,1099.0,2,1.0,WN,174.5
1,2,SAT,74,ONT,91,1166.0,2,2.0,F9,130.0
1,2,SFO,91,PHL,23,2521.0,2,1.0,AS,339.0
1,4,BOS,13,JAX,33,1010.0,2,2.0,B6,198.0
1,2,MCI,64,ATL,34,692.0,2,4.0,DL,325.5
1,4,DEN,82,RNO,85,804.0,2,4.0,UA,110.0
1,4,SAN,91,ATL,34,1892.0,2,1.0,DL,423.5
1,3,BOS,13,MKE,45,860.0,2,13.0,WN,130.5
1,4,DFW,74,SEA,93,1660.0,2,1.0,AS,81.0
1,3,ISP,22,TPA,33,1034.0,2,12.0,WN,111.5
1,4,SNA,91,SJC,91,342.0,2,6.0,WN,203.0
1,2,FLL,33,PVD,15,1188.0,2,1.0,WN,114.0
1,3,MIA,33,JFK,22,1089.0,2,1.0,DL,393.0
1,2,MSY,72,FLL,33,674.0,2,1.0,WN,138.0
1,2,BOS,13,MSP,63,1124.0,2,3.0,B6,208.0
1,3,AUS,74,JFK,22,1521.0,2,1.0,DL,370.5
1,4,SNA,91,SFO,91,372.0,2,2.0,UA,326.0
1,2,DEN,82,BLI,93,1075.0,2,1.0,G4,58.0
1,1,ATL,34,PBI,33,545.0,2,1.0,DL,175.0
1,4,TPA,33,DEN,82,1506.0,2,1.0,WN,155.5
1,3,MCO,33,JFK,22,944.0,2,2.0,B6,122.5
1,3,FLL,33,ORD,41,1182.0,2,1.0,AA,109.24
1,2,PHL,23,SFO,91,2521.0,2,1.0,AA,232.46
1,1,FLL,33,EWR,21,1065.0,2,1.0,UA,212.13
1,4,MIA,33,LAS,85,2174.0,2,1.0,AA,737.5
1,2,JFK,22,PHX,81,2153.0,2,3.0,AA,225.5
1,1,SAN,91,BWI,35,2295.0,2,1.0,AS,115.0
1,3,PHL,23,JAX,33,742.0,2,1.0,AA,921.0
1,2,SAT,74,DEN,82,794.0,2,1.0,WN,302.0
1,3,MCI,64,BNA,54,491.0,2,13.0,WN,139.0
1,3,STL,64,SEA,93,1709.0,2,2.0,WN,458.5
1,4,EWR,21,CLT,36,529.0,2,1.0,AA,289.5
1,3,SFO,91,MSP,63,1589.0,2,2.0,SY,178.0
1,3,VPS,33,MCI,64,764.0,2,2.0,G4,114.0
1,2,IND,42,LAS,85,1590.0,2,5.0,F9,64.0
1,2,DEN,82,SAN,91,853.0,2,1.0,F9,111.0
1,2,LGA,22,FLL,33,1076.0,2,1.0,B6,317.0
1,1,LAX,91,PHX,81,370.0,2,1.0,AA,223.0
1,4,ORD,41,BWI,35,622.0,2,1.0,AA,115.0
1,2,LGA,22,ORD,41,733.0,2,1.0,UA,198.5
1,1,SAN,91,ABQ,86,628.0,2,1.0,WN,208.0
1,3,PHL,23,SFO,91,2521.0,2,1.0,AA,749.0
1,2,ATL,34,TPA,33,406.0,2,2.0,NK,59.0
1,2,JAX,33,DCA,38,634.0,2,8.0,B6,98.0
1,3,BNA,54,BWI,35,587.0,2,1.0,WN,192.0
1,4,PDX,92,ATL,34,2172.0,2,1.0,DL,286.34
1,3,BWI,35,SAN,91,2295.0,2,2.0,WN,184.0
1,2,MDW,41,DCA,38,601.0,2,1.0,WN,340.0
1,2,JFK,22,MSP,63,1029.0,2,1.0,SY,188.0
1,4,MSY,72,DFW,74,447.0,2,1.0,AA,335.0
1,2,STL,64,CLE,44,487.0,2,1.0,WN,154.26
1,4,IND,42,DFW,74,761.0,2,1.0,AA,159.0
1,1,JFK,22,TPA,33,1005.0,2,1.0,B6,277.0
1,4,IAH,74,LAX,91,1379.0,2,1.0,NK,273.5
1,4,SLC,87,SJC,91,584.0,2,1.0,DL,100.5
1,3,EWR,21,DFW,74,1372.0,2,1.0,UA,131.0
1,3,SEA,93,ORD,41,1721.0,2,2.0,DL,376.5
1,1,MDW,41,LGA,22,725.0,2,6.0,WN,78.0
1,4,PHX,81,DTW,43,1671.0,2,1.0,DL,546.0
1,4,SAN,91,SEA,93,1050.0,2,1.0,AS,372.26
1,3,LAS,85,SEA,93,867.0,2,1.0,NK,117.0
1,4,CVG,52,DFW,74,812.0,2,1.0,AA,339.0
1,3,ATL,34,BOS,13,946.0,2,1.0,DL,242.59
1,2,EWR,21,RSW,33,1068.0,2,3.0,B6,159.0
1,4,DTW,43,BNA,54,456.0,2,1.0,WN,112.5
1,4,BNA,54,BWI,35,587.0,2,2.0,WN,208.5
1,2,DSM,61,ATL,34,743.0,2,1.0,DL,240.0
1,3,ABQ,86,MCO,33,1553.0,2,1.0,WN,225.31
1,3,SFO,91,BZN,84,807.0,2,2.0,UA,329.5
1,4,BOI,83,DEN,82,649.0,2,1.0,WN,120.5
1,1,HNL,2,DEN,82,3365.0,1,1.0,UA,955.0
1,2,BOS,13,SFO,91,2704.0,2,7.0,DL,648.0
1,4,ATL,34,PHX,81,1587.0,2,1.0,AA,322.5
1,1,DEN,82,SFO,91,967.0,2,1.0,WN,190.0
1,2,MCI,64,ATL,34,692.0,2,1.0,WN,332.5
1,1,LGA,22,MIA,33,1096.0,2,1.0,AA,366.0
1,3,JFK,22,JAX,33,828.0,2,1.0,B6,256.0
1,1,AZA,81,PIA,41,1312.0,2,1.0,G4,191.0
1,2,MCI,64,SAN,91,1334.0,2,1.0,WN,183.96
1,1,BOS,13,MCO,33,1121.0,2,1.0,DL,128.39
1,1,SFO,91,HNL,2,2398.0,1,11.0,UA,358.5
1,1,SFO,91,LAS,85,414.0,2,2.0,UA,70.0
1,4,PDX,92,BOS,13,2537.0,2,2.0,AS,207.5
1,4,SAN,91,BOS,13,2588.0,2,1.0,B6,675.0
1,2,TPA,33,MSY,72,488.0,2,3.0,WN,201.0
1,4,PHX,81,SJC,91,621.0,2,3.0,AA,126.0
1,1,SMF,91,ATL,34,2092.0,2,1.0,DL,207.5
1,1,SFO,91,ORD,41,1846.0,2,3.0,AA,225.0
1,2,PHX,81,DEN,82,602.0,2,8.0,AA,108.0
1,2,IAD,38,LAS,85,2065.0,2,1.0,F9,130.0
1,2,SAN,91,PHX,81,304.0,2,7.0,WN,124.0
1,2,CVG,52,LAX,91,1900.0,2,2.0,DL,325.5
1,4,PHL,23,DTW,43,453.0,2,5.0,DL,278.0
1,2,MEM,54,DEN,82,872.0,2,14.0,F9,95.5
1,2,MCO,33,ORD,41,1005.0,2,1.0,UA,352.0
1,4,RSW,33,DTW,43,1084.0,2,19.0,NK,50.5
1,2,DEN,82,LGA,22,1620.0,2,1.0,WN,259.6
1,4,FLL,33,ORD,41,1182.0,2,1.0,B6,139.52
1,2,DFW,74,RSW,33,1017.0,2,1.0,AA,257.0
1,1,DTW,43,LAX,91,1979.0,2,1.0,NK,111.67
1,1,DCA,38,SJU,3,1554.0,1,8.0,B6,337.0
1,2,LAX,91,EWR,21,2454.0,2,2.0,UA,130.0
1,4,SJU,3,EWR,21,1608.0,1,1.0,B6,192.0
1,3,PBI,33,BWI,35,883.0,2,1.0,WN,327.0
1,2,IAD,38,JFK,22,228.0,2,1.0,B6,223.5
1,1,BOS,13,LAX,91,2611.0,2,1.0,UA,349.0
1,4,STL,64,EWR,21,872.0,2,1.0,WN,247.5
1,2,FLL,33,BOS,13,1237.0,2,1.0,NK,114.5
1,1,MIA,33,SJU,3,1045.0,1,1.0,AA,118.0
2,3,MCO,33,FAI,1,3776.0,1,1.0,DL,328.0
1,1,SMF,91,GEG,93,649.0,2,1.0,WN,149.0
1,4,IAD,38,SFO,91,2419.0,2,1.0,UA,965.5
1,4,RNO,85,DEN,82,804.0,2,1.0,WN,159.5
1,1,SFO,91,SEA,93,679.0,2,1.0,VX,282.5
1,4,ATL,34,LGA,22,762.0,2,4.0,DL,289.5
1,1,TPA,33,BWI,35,842.0,2,14.0,WN,248.0
1,1,DFW,74,MCO,33,985.0,2,5.0,AA,157.5
1,2,IAD,38,ATL,34,534.0,2,3.0,DL,199.0
1,3,RDU,36,IAD,38,224.0,2,1.0,UA,246.0
1,4,SAT,74,JFK,22,1587.0,2,2.0,DL,196.0
1,1,MSP,63,PHX,81,1276.0,2,1.0,WN,191.0
1,4,ATL,34,ROC,22,749.0,2,1.0,DL,146.03
2,4,SAN,91,DCA,38,2276.0,2,1.0,WN,274.08
1,1,DFW,74,IAD,38,1172.0,2,1.0,AA,224.0
1,2,DTW,43,PDX,92,1953.0,2,1.0,DL,500.33
1,4,JFK,22,PDX,92,2454.0,2,1.0,DL,218.62
1,2,SFO,91,AUS,74,1504.0,2,2.0,AS,226.0
1,4,MCO,33,EWR,21,937.0,2,1.0,B6,101.79
1,4,LAS,85,LAX,91,236.0,2,20.0,UA,114.0
1,2,RSW,33,CVG,52,879.0,2,3.0,DL,126.0
1,1,RSW,33,ORD,41,1120.0,2,2.0,UA,395.0
1,4,FLL,33,DAL,74,1108.0,2,1.0,WN,283.5
1,4,DAL,74,LAS,85,1067.0,2,1.0,WN,171.0
1,4,SAT,74,MCI,64,706.0,2,2.0,WN,183.5
1,4,LAX,91,ATL,34,1947.0,2,10.0,DL,266.0
1,1,PHX,81,EWR,21,2133.0,2,1.0,WN,201.5
1,4,DTW,43,BOS,13,632.0,2,2.0,B6,273.0
1,4,CVG,52,LGA,22,585.0,2,2.0,DL,215.0
1,2,LAX,91,PDX,92,834.0,2,3.0,AS,110.0
1,2,DTW,43,MIA,33,1145.0,2,2.0,DL,154.5
1,2,DEN,82,MSP,63,680.0,2,1.0,DL,348.5
1,1,ATL,34,PBI,33,545.0,2,1.0,DL,120.0
1,4,IAD,38,ATL,34,534.0,2,1.0,DL,126.46
1,4,ORD,41,DFW,74,802.0,2,1.0,UA,428.5
1,3,SFO,91,BOS,13,2704.0,2,1.0,B6,468.5
1,1,AUS,74,BOS,13,1698.0,2,1.0,DL,104.0
1,2,DEN,82,PHL,23,1558.0,2,1.0,AA,273.8
1,4,JAX,33,JFK,22,828.0,2,2.0,DL,178.5
1,4,LAS,85,MFE,74,1210.0,2,1.0,G4,126.5
1,1,FLL,33,ALB,22,1204.0,2,1.0,WN,107.5
1,4,DEN,82,ORD,41,888.0,2,1.0,UA,270.0
1,3,PHX,81,HNL,2,2917.0,1,1.0,AA,362.0
1,1,SAN,91,LAS,85,258.0,2,4.0,WN,191.5
1,2,CLE,44,RSW,33,1025.0,2,1.0,F9,91.0
1,1,CMH,44,PHX,81,1670.0,2,7.0,AA,187.0
1,4,PHX,81,OAK,91,646.0,2,1.0,AA,209.0
1,2,MDW,41,PVD,15,842.0,2,1.0,WN,227.52
1,3,LAS,85,HOU,74,1235.0,2,5.0,WN,109.0
1,3,DFW,74,SLC,87,989.0,2,1.0,DL,267.0
1,4,EWR,21,FLL,33,1065.0,2,1.0,UA,280.0
1,4,ORD,41,MCO,33,1005.0,2,1.0,UA,369.5
1,3,JFK,22,ATL,34,760.0,2,1.0,DL,422.0
1,3,DEN,82,FLL,33,1703.0,2,1.0,NK,57.68
1,4,RSW,33,DEN,82,1607.0,2,1.0,UA,182.5
1,1,LAX,91,IND,42,1814.0,2,1.0,AA,234.5
1,1,BOS,13,IAD,38,413.0,2,3.0,UA,102.0
1,4,MSP,63,BWI,35,936.0,2,9.0,WN,94.5
1,4,AUS,74,PHX,81,872.0,2,1.0,AA,237.0
1,3,COS,82,SAT,74,732.0,2,1.0,F9,89.0
1,3,IAH,74,SEA,93,1874.0,2,1.0,UA,234.0
1,3,AUS,74,IND,42,919.0,2,1.0,F9,83.5
1,1,AUS,74,LAX,91,1242.0,2,4.0,DL,294.0
1,3,PDX,92,SFO,91,550.0,2,1.0,AS,203.61
1,3,SLC,87,SEA,93,689.0,2,2.0,AS,130.5
1,2,CLT,36,DFW,74,936.0,2,11.0,AA,219.0
1,4,ABQ,86,PHX,81,328.0,2,1.0,WN,214.0
1,2,SAN,91,MCO,33,2149.0,2,2.0,WN,108.5
1,1,ATL,34,PHL,23,666.0,2,1.0,WN,86.02
1,4,DAL,74,BHM,51,587.0,2,1.0,WN,87.42
1,4,PHX,81,EWR,21,2133.0,2,1.0,AA,437.0
1,2,SJC,91,RNO,85,188.0,2,1.0,WN,72.0
1,4,EWR,21,SLC,87,1969.0,2,1.0,UA,140.0
1,3,LAX,91,JFK,22,2475.0,2,1.0,B6,238.4
1,1,AZA,81,RAP,67,873.0,2,1.0,G4,155.0
1,1,BZN,84,AZA,81,861.0,2,1.0,G4,77.0
1,3,ATL,34,RDU,36,356.0,2,7.0,DL,203.5
1,2,PHL,23,PHX,81,2075.0,2,5.0,WN,165.5
1,2,DEN,82,MDW,41,895.0,2,1.0,WN,99.55
1,2,MIA,33,LGA,22,1096.0,2,1.0,AA,95.78
1,3,SFO,91,AUS,74,1504.0,2,1.0,UA,169.5
1,1,JFK,22,MCO,33,944.0,2,1.0,AA,264.0
1,1,IND,42,PHX,81,1488.0,2,1.0,AA,303.0
1,4,MDW,41,RSW,33,1105.0,2,5.0,WN,304.0
1,4,ORD,41,SRQ,33,1050.0,2,1.0,UA,379.0
1,2,SAN,91,BWI,35,2295.0,2,1.0,AS,185.0
1,2,DEN,82,OAK,91,957.0,2,6.0,WN,185.0
1,3,MCO,33,EWR,21,937.0,2,1.0,NK,162.5
1,4,MSP,63,BOS,13,1124.0,2,13.0,DL,156.0
1,1,SEA,93,OGG,2,2640.0,1,2.0,AS,306.5
1,3,MSP,63,MSY,72,1039.0,2,1.0,DL,123.0
1,1,IAH,74,ATL,34,689.0,2,1.0,UA,104.5
1,1,PVD,15,BWI,35,327.0,2,14.0,WN,60.0
1,1,BOS,13,MDW,41,861.0,2,4.0,WN,60.5
1,3,EWR,21,ATL,34,746.0,2,2.0,UA,635.0
1,1,MCI,64,SLC,87,920.0,2,1.0,DL,292.0
1,2,IND,42,DFW,74,761.0,2,1.0,AA,144.5
1,3,BOS,13,SFO,91,2704.0,2,7.0,B6,183.0
1,2,AUS,74,MCO,33,994.0,2,1.0,WN,149.77
1,4,DEN,82,PHL,23,1558.0,2,1.0,WN,345.5
2,4,SFO,91,LGA,22,2579.0,2,1.0,AA,214.0
1,3,JFK,22,LAX,91,2475.0,2,4.0,AA,286.0
1,3,ATL,34,ORD,41,606.0,2,2.0,UA,114.5
1,1,DEN,82,SJC,91,948.0,2,5.0,WN,89.5
1,1,MIA,33,LGA,22,1096.0,2,4.0,AA,162.0
1,2,MIA,33,RDU,36,700.0,2,2.0,AA,421.0
1,1,SFO,91,IAD,38,2419.0,2,1.0,UA,155.89
1,1,RSW,33,DEN,82,1607.0,2,2.0,UA,218.5
1,3,LGA,22,BOS,13,184.0,2,1.0,DL,85.0
1,3,DTW,43,BDL,11,549.0,2,2.0,DL,209.0
1,2,DFW,74,DEN,82,641.0,2,1.0,AA,332.0
1,1,SFO,91,DEN,82,967.0,2,4.0,WN,111.0
1,3,JFK,22,MCO,33,944.0,2,1.0,DL,282.0
1,4,IAH,74,OMA,65,781.0,2,1.0,UA,144.75
1,2,DFW,74,MSP,63,852.0,2,3.0,AA,186.0
1,4,HOU,74,LAX,91,1390.0,2,12.0,WN,184.5
1,3,BNA,54,HOU,74,670.0,2,1.0,WN,118.41
1,4,ANC,1,ORD,41,2846.0,1,13.0,AS,73.0
1,3,LGA,22,TPA,33,1010.0,2,1.0,DL,242.1
1,4,DFW,74,GSP,37,862.0,2,5.0,AA,216.0
1,4,JFK,22,SEA,93,2422.0,2,1.0,B6,270.5
1,2,RDU,36,ORD,41,646.0,2,2.0,AA,172.5
1,1,ORD,41,SAN,91,1723.0,2,1.0,UA,54.0
1,3,HOU,74,MCO,33,849.0,2,4.0,WN,204.0
1,4,LGB,91,HNL,2,2569.0,1,11.0,HA,228.0
1,1,MCO,33,DEN,82,1546.0,2,4.0,UA,152.5
1,3,SLC,87,OAK,91,588.0,2,4.0,DL,145.0
1,1,BWI,35,RDU,36,255.0,2,1.0,WN,179.94
1,4,XNA,71,ATL,34,589.0,2,2.0,DL,316.0
1,2,SAN,91,SJC,91,417.0,2,4.0,WN,127.5
1,4,PHX,81,PDX,92,1009.0,2,1.0,WN,133.5
1,4,BWI,35,MKE,45,641.0,2,1.0,WN,169.47
1,4,DFW,74,ORD,41,802.0,2,1.0,AA,468.5
