MktCoupons,Quarter,Origin,OriginWac,Dest,DestWac,Miles,ContiguousUSA,NumTicketsOrdered,AirlineCompany,PricePerTicket
1,3,SEA,93,DTW,43,1927.0,2,1.0,NK,210.39
1,2,LAX,91,BNA,54,1797.0,2,5.0,AA,445.5
2,3,SJU,3,DFW,74,2165.0,1,1.0,NK,135.0
1,3,ATL,34,DCA,38,547.0,2,1.0,WN,80.0
1,4,BWI,35,CVG,52,430.0,2,1.0,WN,106.0
1,1,CLT,36,MDT,23,413.0,2,15.0,AA,355.5
1,3,SJC,91,BUR,91,296.0,2,1.0,WN,120.0
1,3,BWI,35,LAS,85,2106.0,2,2.0,WN,331.0
1,3,ATL,34,BOS,13,946.0,2,1.0,DL,238.0
1,4,FLL,33,SFO,91,2584.0,2,1.0,AS,338.0
1,3,AUS,74,ORD,41,977.0,2,2.0,UA,650.0
1,4,SFO,91,LAX,91,337.0,2,1.0,AS,114.0
1,4,SJC,91,ATL,34,2116.0,2,1.0,WN,179.48
1,2,ORD,41,PHL,23,678.0,2,1.0,AA,502.0
1,3,LAX,91,BOS,13,2611.0,2,4.0,AS,232.0
1,4,BNA,54,LGA,22,764.0,2,1.0,WN,313.87
1,2,DTW,43,PDX,92,1953.0,2,1.0,AS,299.0
1,2,ATL,34,PHX,81,1587.0,2,1.0,DL,183.38
1,4,AUS,74,LAS,85,1090.0,2,3.0,WN,96.0
1,2,HGR,35,PIE,33,861.0,2,7.0,G4,77.5
1,1,PHX,81,MKE,45,1460.0,2,2.0,WN,68.5
1,1,LAX,91,DCA,38,2311.0,2,1.0,AS,402.43
1,2,ORD,41,COS,82,911.0,2,1.0,F9,55.5
1,4,MSY,72,MDW,41,825.0,2,1.0,WN,373.5
1,4,LGA,22,STL,64,888.0,2,1.0,WN,134.0
1,4,BNA,54,PHX,81,1449.0,2,2.0,WN,261.0
1,2,BNA,54,PHX,81,1449.0,2,1.0,WN,483.0
1,4,ONT,91,OAK,91,362.0,2,2.0,WN,150.0
1,3,BWI,35,DTW,43,409.0,2,1.0,DL,102.0
1,3,STL,64,RSW,33,979.0,2,4.0,WN,144.0
1,4,SEA,93,SJC,91,696.0,2,2.0,AS,217.0
1,4,DTW,43,RSW,33,1084.0,2,1.0,NK,105.0
1,3,OMA,65,HOU,74,804.0,2,1.0,WN,96.52
1,2,ATL,34,MCO,33,404.0,2,1.0,DL,410.0
1,1,BWI,35,SJC,91,2439.0,2,2.0,WN,173.0
1,1,LAS,85,ATL,34,1747.0,2,3.0,WN,136.0
1,1,LAX,91,IAD,38,2288.0,2,2.0,UA,614.0
1,3,JFK,22,BUR,91,2465.0,2,4.0,B6,201.0
1,4,BNA,54,LAX,91,1797.0,2,1.0,AA,133.0
1,1,MDT,23,ATL,34,620.0,2,1.0,DL,153.5
1,3,PHX,81,SMF,91,647.0,2,1.0,WN,309.5
1,4,DEN,82,SFO,91,967.0,2,1.0,WN,209.28
1,2,SJC,91,SAN,91,417.0,2,1.0,WN,282.82
1,1,TPA,33,DEN,82,1506.0,2,1.0,UA,232.5
1,3,DFW,74,MSP,63,852.0,2,1.0,AA,247.0
1,3,EWR,21,SFO,91,2565.0,2,2.0,UA,525.0
1,2,BNA,54,LAX,91,1797.0,2,1.0,DL,181.31
1,3,MSP,63,MCO,33,1310.0,2,3.0,DL,181.5
1,2,MYR,37,PHL,23,473.0,2,1.0,NK,62.37
1,1,ACY,21,PBI,33,936.0,2,4.0,NK,108.5
1,2,LAX,91,FLL,33,2343.0,2,1.0,NK,140.61
1,3,MSP,63,IAD,38,908.0,2,1.0,DL,190.0
1,3,MCO,33,BNA,54,616.0,2,1.0,WN,110.19
1,2,DTW,43,DAL,74,981.0,2,3.0,WN,458.5
1,1,ORD,41,SAN,91,1723.0,2,1.0,UA,303.0
1,4,ORD,41,BDL,11,783.0,2,1.0,UA,238.0
1,1,JFK,22,LAX,91,2475.0,2,1.0,B6,785.0
1,3,DTW,43,BOS,13,632.0,2,1.0,B6,275.0
1,4,SEA,93,DEN,82,1024.0,2,4.0,WN,83.5
1,4,SJU,3,DCA,38,1554.0,1,3.0,B6,168.0
1,2,MSY,72,SFO,91,1911.0,2,2.0,AS,291.0
1,3,ALB,22,ORD,41,723.0,2,4.0,UA,224.0
1,2,JFK,22,OAK,91,2576.0,2,2.0,B6,161.5
1,1,MAF,74,DAL,74,319.0,2,1.0,WN,157.5
1,2,DEN,82,BIS,66,516.0,2,1.0,F9,179.0
1,4,JFK,22,SEA,93,2422.0,2,1.0,B6,261.5
1,3,ATL,34,ABQ,86,1269.0,2,1.0,DL,410.5
1,2,MSP,63,LAX,91,1535.0,2,1.0,DL,802.0
1,2,ATL,34,JFK,22,760.0,2,4.0,DL,253.0
1,4,JFK,22,PBI,33,1028.0,2,8.0,B6,158.0
1,2,SFO,91,BNA,54,1969.0,2,2.0,AS,160.0
1,3,LGA,22,DEN,82,1620.0,2,2.0,UA,139.5
1,4,PDX,92,PHX,81,1009.0,2,1.0,AS,158.5
1,2,MSP,63,SMF,91,1517.0,2,1.0,DL,162.5
1,1,LAX,91,EWR,21,2454.0,2,1.0,UA,302.45
1,4,PHL,23,MCO,33,861.0,2,2.0,F9,63.5
1,4,DTW,43,MSY,72,926.0,2,1.0,NK,86.5
1,1,AZA,81,BIS,66,1092.0,2,2.0,G4,121.0
1,2,BNA,54,BUF,22,633.0,2,1.0,WN,150.63
1,4,DFW,74,VPS,33,641.0,2,1.0,AA,160.0
1,3,DEN,82,MSN,45,826.0,2,8.0,UA,394.0
1,3,DAL,74,MCI,64,460.0,2,1.0,WN,228.0
1,4,HOU,74,TPA,33,781.0,2,1.0,WN,191.0
1,4,PIE,33,CHA,54,513.0,2,1.0,G4,103.5
1,2,IAH,74,MCO,33,854.0,2,2.0,NK,67.0
1,3,SEA,93,MCO,33,2554.0,2,2.0,AS,205.0
1,4,PIE,33,TOL,44,945.0,2,1.0,G4,101.0
1,4,ORD,41,ALB,22,723.0,2,1.0,UA,224.0
1,2,EWR,21,SLC,87,1969.0,2,1.0,DL,334.5
1,1,OAK,91,HNL,2,2409.0,1,1.0,HA,198.0
1,4,LAX,91,ORD,41,1744.0,2,3.0,UA,174.5
1,1,FLL,33,BWI,35,925.0,2,1.0,NK,102.0
1,3,KOA,2,LAX,91,2504.0,1,1.0,UA,139.31
1,2,ORD,41,JFK,22,740.0,2,3.0,B6,152.5
1,2,JFK,22,SLC,87,1990.0,2,3.0,DL,179.0
1,4,OAK,91,CMH,44,2110.0,2,1.0,WN,247.5
1,2,PDX,92,LAX,91,834.0,2,4.0,DL,97.0
1,4,BDL,11,ORD,41,783.0,2,1.0,UA,255.97
1,3,BWI,35,SFO,91,2457.0,2,1.0,WN,158.64
1,4,ORD,41,BDL,11,783.0,2,1.0,UA,590.0
1,2,LAS,85,SLC,87,368.0,2,1.0,DL,125.5
1,4,LAX,91,OGG,2,2486.0,1,2.0,AA,339.5
1,4,HOU,74,HRL,74,277.0,2,1.0,WN,143.0
1,2,ROC,22,ORD,41,528.0,2,1.0,UA,272.0
1,4,SNA,91,OAK,91,371.0,2,1.0,WN,186.5
1,1,SEA,93,STL,64,1709.0,2,1.0,WN,167.5
1,2,MCI,64,ATL,34,692.0,2,1.0,DL,227.5
1,3,DEN,82,PHL,23,1558.0,2,1.0,AA,301.0
1,2,RSW,33,IND,42,945.0,2,1.0,WN,140.0
1,1,HNL,2,ITO,2,216.0,1,1.0,HA,170.0
1,4,SFO,91,SEA,93,679.0,2,1.0,AS,424.5
1,3,MSY,72,CLT,36,651.0,2,2.0,AA,281.5
1,4,BOS,13,EWR,21,200.0,2,3.0,B6,130.0
1,4,DFW,74,SLC,87,989.0,2,1.0,AA,254.0
1,2,DAL,74,BWI,35,1209.0,2,3.0,WN,229.0
1,3,CHA,54,SFB,33,490.0,2,3.0,G4,59.5
1,2,ORF,38,MDW,41,704.0,2,1.0,WN,134.5
1,4,CMH,44,BWI,35,337.0,2,2.0,WN,237.0
1,2,BWI,35,MCO,33,787.0,2,1.0,B6,83.0
1,3,MCO,33,IAH,74,854.0,2,1.0,UA,67.83
1,4,JFK,22,LAX,91,2475.0,2,2.0,B6,217.5
1,3,BDL,11,ATL,34,859.0,2,7.0,DL,197.0
1,1,AUS,74,MCI,64,650.0,2,5.0,WN,274.0
1,3,DEN,82,DCA,38,1476.0,2,7.0,F9,161.0
1,3,LAX,91,ORD,41,1744.0,2,1.0,AS,144.04
1,4,TUL,73,PHX,81,935.0,2,1.0,WN,449.49
1,4,RDU,36,EWR,21,416.0,2,4.0,UA,116.5
1,1,DEN,82,MSP,63,680.0,2,3.0,UA,186.0
1,4,ANC,1,KTN,1,775.0,1,2.0,AS,302.0
1,1,BOS,13,EWR,21,200.0,2,1.0,UA,174.0
1,4,ATL,34,CHS,37,259.0,2,1.0,DL,262.0
1,2,ABQ,86,PDX,92,1111.0,2,1.0,WN,140.95
1,1,HOU,74,BOS,13,1609.0,2,1.0,B6,189.5
1,4,DCA,38,BDL,11,313.0,2,3.0,B6,108.0
1,3,CLE,44,ATL,34,554.0,2,1.0,DL,137.25
1,1,LAX,91,MCI,64,1363.0,2,1.0,WN,173.5
1,4,TYS,54,LAS,85,1739.0,2,1.0,G4,91.5
1,3,AUS,74,LAS,85,1090.0,2,1.0,WN,206.0
1,4,PHX,81,OMA,65,1037.0,2,1.0,WN,201.0
1,4,SEA,93,LAS,85,867.0,2,1.0,DL,443.0
1,2,HOU,74,OKC,73,419.0,2,1.0,WN,236.0
1,4,IAH,74,LGA,22,1416.0,2,9.0,UA,210.5
1,3,LAS,85,MCO,33,2039.0,2,1.0,NK,151.0
1,4,SLC,87,BZN,84,347.0,2,2.0,DL,447.0
1,3,MSY,72,MIA,33,675.0,2,2.0,AA,139.0
1,1,BLI,93,OGG,2,2681.0,1,1.0,AS,222.5
1,1,CLT,36,LAX,91,2125.0,2,1.0,AA,788.22
1,1,DAY,44,ATL,34,432.0,2,1.0,DL,163.5
1,3,LAS,85,EWR,21,2227.0,2,1.0,UA,287.0
1,4,JFK,22,LAX,91,2475.0,2,2.0,B6,319.5
1,4,DAL,74,OAK,91,1468.0,2,1.0,WN,119.0
1,3,PIE,33,LEX,52,707.0,2,3.0,G4,174.0
1,1,OGG,2,PDX,92,2562.0,1,1.0,AS,802.0
1,1,BOS,13,SFO,91,2704.0,2,1.0,UA,985.5
1,3,BQN,3,JFK,22,1576.0,1,3.0,B6,150.5
1,4,SEA,93,SMF,91,605.0,2,8.0,AS,110.5
1,1,LAX,91,KOA,2,2504.0,1,6.0,AA,863.0
1,3,MSP,63,SLC,87,991.0,2,1.0,DL,208.5
2,1,PDX,92,PHL,23,2406.0,2,1.0,DL,386.0
1,2,FLL,33,BNA,54,793.0,2,1.0,WN,140.5
1,4,EWR,21,MCO,33,937.0,2,6.0,UA,254.0
1,1,LAS,85,AZA,81,276.0,2,12.0,G4,80.0
1,4,MIA,33,MSP,63,1501.0,2,5.0,DL,156.0
1,4,BNA,54,MSP,63,695.0,2,1.0,SY,173.0
1,4,DAL,74,JAX,33,907.0,2,1.0,WN,200.17
1,3,PHX,81,DEN,82,602.0,2,1.0,UA,216.5
1,4,CLT,36,SAN,91,2077.0,2,1.0,AA,409.64
1,1,ATL,34,OKC,73,761.0,2,2.0,DL,200.5
1,1,MKE,45,MCO,33,1066.0,2,20.0,WN,200.0
1,3,OKC,73,LAS,85,986.0,2,2.0,WN,137.45
1,1,DTW,43,EWR,21,488.0,2,1.0,DL,140.06
1,2,LAX,91,IAD,38,2288.0,2,1.0,UA,253.0
1,2,CLE,44,ORD,41,316.0,2,6.0,UA,102.0
1,4,EWR,21,ATL,34,746.0,2,1.0,DL,797.0
1,3,ORD,41,MSP,63,334.0,2,1.0,AA,183.5
1,4,DCA,38,DFW,74,1192.0,2,1.0,AA,617.0
1,4,DFW,74,MKE,45,853.0,2,1.0,AA,352.5
1,4,SEA,93,ANC,1,1448.0,1,1.0,AS,494.69
1,2,MSP,63,LAX,91,1535.0,2,1.0,DL,318.0
1,1,LAS,85,PDX,92,763.0,2,17.0,AS,143.0
1,2,MCI,64,ATL,34,692.0,2,2.0,DL,381.0
1,3,PDX,92,MDW,41,1751.0,2,1.0,WN,390.5
1,2,LAS,85,BOS,13,2381.0,2,1.0,NK,125.5
1,2,MCO,33,LGA,22,950.0,2,5.0,DL,141.0
1,3,LGA,22,TPA,33,1010.0,2,1.0,WN,112.0
1,1,HOU,74,AMA,74,537.0,2,1.0,WN,352.3
1,2,DTW,43,MYR,37,636.0,2,3.0,NK,92.0
1,1,SEA,93,LAS,85,867.0,2,1.0,WN,285.0
1,4,SEA,93,RDU,36,2354.0,2,2.0,DL,197.0
1,4,BOS,13,CLT,36,728.0,2,1.0,B6,63.5
1,1,SEA,93,BNA,54,1978.0,2,2.0,AS,179.0
1,3,DFW,74,BOS,13,1562.0,2,1.0,B6,190.5
1,4,LAX,91,SJC,91,308.0,2,1.0,WN,71.0
1,2,BNA,54,SFO,91,1969.0,2,1.0,AS,281.0
1,2,DEN,82,LAX,91,862.0,2,8.0,WN,59.5
1,4,BOS,13,DCA,38,399.0,2,1.0,B6,248.0
1,4,LAS,85,MIA,33,2174.0,2,1.0,AA,231.5
1,4,PHX,81,SEA,93,1107.0,2,1.0,DL,132.0
1,3,DEN,82,SAN,91,853.0,2,1.0,UA,855.0
1,2,DFW,74,CHS,37,987.0,2,1.0,AA,372.0
1,2,LAX,91,ATL,34,1947.0,2,2.0,NK,102.0
1,3,EWR,21,MYR,37,550.0,2,3.0,UA,161.5
1,3,DEN,82,MSP,63,680.0,2,3.0,SY,85.0
1,4,EWR,21,SJU,3,1608.0,1,1.0,B6,289.5
1,2,MCO,33,BDL,11,1050.0,2,2.0,NK,95.0
1,1,SLC,87,BUR,91,574.0,2,1.0,WN,190.18
1,3,SJU,3,TPA,33,1237.0,1,1.0,B6,263.0
1,4,STL,64,MIA,33,1068.0,2,1.0,AA,402.5
1,1,MCO,33,LAX,91,2218.0,2,2.0,B6,122.0
1,2,EWR,21,CHS,37,628.0,2,2.0,UA,221.0
1,3,BOS,13,SEA,93,2496.0,2,1.0,B6,323.0
1,1,PHX,81,JFK,22,2153.0,2,3.0,AA,194.0
1,3,SFO,91,SAN,91,447.0,2,1.0,UA,200.0
1,1,LGA,22,HOU,74,1428.0,2,1.0,WN,280.98
1,4,SLC,87,RNO,85,422.0,2,1.0,DL,93.0
1,1,ONT,91,PHX,81,325.0,2,5.0,AA,195.0
1,1,SLC,87,OMA,65,840.0,2,1.0,DL,267.0
1,2,SAT,74,ELP,74,496.0,2,1.0,WN,146.0
1,3,SAN,91,DEN,82,853.0,2,12.0,UA,103.0
1,4,ORD,41,SFO,91,1846.0,2,1.0,UA,553.5
1,2,PHX,81,STL,64,1262.0,2,1.0,WN,257.29
1,2,DCA,38,IAH,74,1208.0,2,1.0,UA,211.0
1,3,MDT,23,ATL,34,620.0,2,1.0,DL,221.0
1,4,ROC,22,TPA,33,1079.0,2,3.0,WN,120.0
1,4,BWI,35,STL,64,738.0,2,1.0,WN,348.0
1,1,ELM,22,PIE,33,1035.0,2,4.0,G4,94.0
1,4,MSP,63,JFK,22,1029.0,2,2.0,DL,209.5
1,4,ATL,34,MSP,63,907.0,2,4.0,DL,393.0
1,4,JAX,33,ATL,34,270.0,2,1.0,DL,385.0
1,3,BDL,11,FLL,33,1173.0,2,1.0,B6,311.0
1,4,ORD,41,LAX,91,1744.0,2,1.0,AA,333.5
1,1,ONT,91,SMF,91,390.0,2,1.0,WN,69.0
1,1,DFW,74,CLE,44,1021.0,2,3.0,AA,334.0
1,4,TPA,33,SDF,52,727.0,2,13.0,WN,100.5
1,1,PDX,92,SJC,91,569.0,2,8.0,AS,105.5
1,2,PHX,81,MSP,63,1276.0,2,2.0,SY,173.5
1,3,MCO,33,ATL,34,404.0,2,3.0,DL,79.5
1,4,BOI,83,LAS,85,519.0,2,1.0,WN,115.5
1,2,MIA,33,SFO,91,2585.0,2,7.0,AA,361.0
1,1,PIT,23,DFW,74,1067.0,2,1.0,AA,116.0
1,2,LAX,91,DFW,74,1235.0,2,3.0,DL,365.0
1,4,DEN,82,RSW,33,1607.0,2,5.0,F9,164.0
1,2,MCO,33,LGA,22,950.0,2,11.0,DL,236.5
1,1,TPA,33,ORD,41,1012.0,2,1.0,UA,161.5
1,3,SLC,87,PIT,23,1660.0,2,1.0,DL,288.0
1,4,HDN,82,IAH,74,985.0,2,1.0,UA,328.5
1,3,DFW,74,IAD,38,1172.0,2,1.0,AA,196.5
1,2,SMF,91,MSP,63,1517.0,2,1.0,DL,592.5
1,2,DTW,43,SAN,91,1956.0,2,1.0,NK,98.0
1,3,STL,64,TPA,33,869.0,2,1.0,WN,413.5
1,2,CLT,36,BOS,13,728.0,2,1.0,WN,149.29
1,2,SAT,74,DEN,82,794.0,2,1.0,WN,135.54
1,2,STL,64,MIA,33,1068.0,2,2.0,AA,239.5
1,2,SAN,91,DFW,74,1171.0,2,1.0,AA,163.5
1,4,DEN,82,BDL,11,1671.0,2,1.0,UA,418.5
1,3,BOS,13,IAD,38,413.0,2,6.0,UA,121.0
1,3,EWR,21,DCA,38,199.0,2,2.0,UA,101.0
1,2,ORD,41,LAX,91,1744.0,2,13.0,AA,193.5
1,4,SAN,91,MSP,63,1532.0,2,1.0,SY,191.5
1,3,LAX,91,ATL,34,1947.0,2,1.0,DL,341.14
2,3,RIC,38,MSY,72,906.0,2,1.0,WN,349.5
1,1,DEN,82,FLL,33,1703.0,2,1.0,NK,148.02
1,3,EWR,21,PHX,81,2133.0,2,1.0,AA,566.34
1,2,SEA,93,SAN,91,1050.0,2,1.0,AS,217.5
1,2,FSD,67,LAS,85,1104.0,2,18.0,G4,100.0
1,1,HNL,2,SAN,91,2614.0,1,1.0,AS,616.0
1,1,KOA,2,OAK,91,2378.0,1,1.0,AS,540.5
1,3,PIT,23,EWR,21,319.0,2,1.0,UA,274.5
1,2,HNL,2,JFK,22,4983.0,1,1.0,HA,311.0
2,3,OKC,73,SAN,91,1137.0,2,1.0,WN,163.0
1,4,MEM,54,LAS,85,1416.0,2,1.0,F9,106.5
2,4,SAN,91,MHT,14,2566.0,2,1.0,WN,307.5
1,1,STL,64,ORD,41,258.0,2,1.0,AA,229.0
1,3,BOS,13,SFO,91,2704.0,2,2.0,AS,149.5
1,3,DEN,82,ORD,41,888.0,2,1.0,UA,653.0
1,1,PHX,81,MCO,33,1849.0,2,1.0,WN,214.54
1,2,MSP,63,SFO,91,1589.0,2,3.0,SY,173.0
1,3,PHX,81,PHL,23,2075.0,2,2.0,AA,342.0
1,2,MSY,72,MAF,74,721.0,2,1.0,WN,439.3
2,4,MFR,92,ATL,34,2163.0,2,2.0,UA,209.0
1,1,BWI,35,SLC,87,1865.0,2,1.0,DL,211.0
1,3,MSP,63,BOI,83,1142.0,2,1.0,DL,435.5
1,4,MIA,33,EGE,82,1810.0,2,1.0,AA,330.5
1,2,SAN,91,IAH,74,1303.0,2,2.0,UA,576.0
1,2,PDX,92,SFO,91,550.0,2,1.0,UA,117.5
1,3,RSW,33,MDW,41,1105.0,2,1.0,WN,230.5
1,1,OKC,73,ATL,34,761.0,2,4.0,DL,160.0
1,3,ATL,34,AUS,74,813.0,2,4.0,DL,184.5
1,3,DEN,82,PHX,81,602.0,2,1.0,AA,179.5
1,3,BDL,11,MSP,63,1050.0,2,1.0,DL,217.0
1,2,CLE,44,LAS,85,1824.0,2,1.0,F9,87.5
1,4,SNA,91,SJC,91,342.0,2,2.0,WN,137.5
1,1,SMF,91,ATL,34,2092.0,2,2.0,DL,347.5
1,1,DEN,82,CMH,44,1154.0,2,7.0,WN,180.5
1,2,ATL,34,MDW,41,591.0,2,5.0,WN,131.0
1,1,MIA,33,DCA,38,919.0,2,11.0,AA,120.0
1,1,HOU,74,ATL,34,696.0,2,4.0,WN,151.5
1,4,DAL,74,ATL,34,721.0,2,1.0,DL,268.65
1,2,HPN,22,FLL,33,1097.0,2,4.0,B6,171.0
1,4,PVD,15,DTW,43,615.0,2,2.0,DL,166.0
1,1,CHS,37,BWI,35,472.0,2,1.0,WN,218.5
1,3,MSY,72,MSP,63,1039.0,2,1.0,DL,229.42
1,1,PIT,23,CLT,36,366.0,2,4.0,AA,164.0
1,4,STL,64,DFW,74,550.0,2,1.0,AA,207.0
1,1,DAL,74,TPA,33,917.0,2,1.0,WN,364.05
1,1,BOS,13,FLL,33,1237.0,2,3.0,B6,196.0
1,3,TPA,33,PIT,23,873.0,2,7.0,WN,166.0
1,4,ATL,34,JFK,22,760.0,2,1.0,DL,206.23
1,4,ORD,41,DCA,38,612.0,2,1.0,AA,122.0
1,4,MCI,64,DAL,74,460.0,2,1.0,WN,163.94
1,3,OAK,91,SNA,91,371.0,2,4.0,WN,76.5
1,2,EWR,21,SFO,91,2565.0,2,15.0,UA,173.5
1,1,ATL,34,BOS,13,946.0,2,3.0,B6,70.0
1,3,ORD,41,LGA,22,733.0,2,4.0,DL,123.0
1,2,DAL,74,GEG,93,1486.0,2,1.0,WN,304.4
1,2,DCA,38,SLC,87,1851.0,2,1.0,DL,344.0
1,3,LAS,85,MAF,74,795.0,2,1.0,WN,308.5
1,3,ATL,34,AUS,74,813.0,2,14.0,WN,93.5
1,1,SJC,91,ATL,34,2116.0,2,1.0,DL,190.87
1,4,DEN,82,SFO,91,967.0,2,6.0,UA,206.0
1,4,DFW,74,IAH,74,224.0,2,1.0,AA,94.86
1,2,MCO,33,ATL,34,404.0,2,7.0,WN,135.5
1,3,CLT,36,ORD,41,599.0,2,1.0,AA,588.0
1,1,SAT,74,DCA,38,1380.0,2,1.0,WN,314.3
1,2,AUS,74,SAN,91,1164.0,2,1.0,WN,354.0
1,3,MCO,33,EWR,21,937.0,2,1.0,B6,141.0
1,4,ATL,34,TUS,81,1541.0,2,1.0,DL,552.0
1,3,SLC,87,ORD,41,1250.0,2,1.0,DL,324.5
1,4,DSM,61,DEN,82,589.0,2,1.0,UA,139.29
1,4,RDU,36,FLL,33,680.0,2,1.0,B6,128.5
1,2,ATL,34,TUL,73,674.0,2,3.0,DL,192.0
1,3,LAX,91,HNL,2,2556.0,1,1.0,AS,280.0
1,3,EWR,21,MCO,33,937.0,2,1.0,UA,325.0
1,3,ATL,34,MSP,63,907.0,2,1.0,WN,194.0
1,4,BWI,35,BDL,11,283.0,2,3.0,WN,144.5
1,3,SAT,74,LAS,85,1069.0,2,10.0,WN,186.0
1,3,LAX,91,BOS,13,2611.0,2,1.0,AS,171.5
2,3,IND,42,SRQ,33,876.0,2,1.0,DL,98.5
1,2,FLL,33,BWI,35,925.0,2,2.0,WN,263.0
1,1,EWR,21,TPA,33,997.0,2,3.0,UA,215.5
2,1,MKE,45,SRQ,33,1113.0,2,1.0,DL,338.0
1,2,LAS,85,OAK,91,407.0,2,1.0,WN,138.5
1,1,JFK,22,HOU,74,1428.0,2,1.0,B6,642.0
1,4,ABQ,86,LAS,85,486.0,2,1.0,WN,108.5
1,1,PHX,81,HNL,2,2917.0,1,1.0,AA,322.72
1,1,MCO,33,ATL,34,404.0,2,3.0,WN,149.5
1,2,SEA,93,DEN,82,1024.0,2,1.0,DL,237.5
1,2,LAX,91,ORD,41,1744.0,2,1.0,UA,383.0
1,4,SEA,93,MCI,64,1489.0,2,1.0,AS,768.0
1,1,LGA,22,ORD,41,733.0,2,1.0,AA,178.5
1,2,BLI,93,LAS,85,954.0,2,6.0,G4,80.0
1,2,AUS,74,OMA,65,772.0,2,1.0,F9,66.0
1,1,DFW,74,BOI,83,1272.0,2,1.0,AA,193.79
1,3,PHX,81,ORD,41,1440.0,2,4.0,AA,141.5
1,4,BOS,13,DFW,74,1562.0,2,2.0,AA,182.5
1,3,ATL,34,SEA,93,2182.0,2,5.0,DL,248.0
1,4,DCA,38,CHS,37,444.0,2,2.0,B6,88.0
1,3,ORD,41,DCA,38,612.0,2,1.0,UA,219.5
1,2,EWR,21,SFO,91,2565.0,2,1.0,AS,142.71
1,1,OKC,73,PHX,81,833.0,2,1.0,WN,418.0
1,2,SEA,93,JFK,22,2422.0,2,5.0,DL,198.5
1,1,EWR,21,MIA,33,1085.0,2,2.0,UA,167.0
1,2,ATL,34,CVG,52,373.0,2,1.0,DL,249.09
2,2,BWI,35,SEA,93,2335.0,2,1.0,DL,311.5
1,2,TPA,33,PHL,23,920.0,2,1.0,AA,148.0
1,3,SJU,3,EWR,21,1608.0,1,4.0,B6,168.5
1,3,DEN,82,CLE,44,1201.0,2,3.0,F9,76.5
1,3,EWR,21,LAX,91,2454.0,2,1.0,AS,151.0
1,2,MCO,33,BOS,13,1121.0,2,13.0,B6,179.5
1,4,PHX,81,JFK,22,2153.0,2,3.0,B6,173.0
1,4,ABQ,86,LAS,85,486.0,2,1.0,WN,164.0
1,3,SFO,91,FLL,33,2584.0,2,1.0,UA,185.5
1,1,ORD,41,BOS,13,867.0,2,1.0,AA,760.0
1,2,MCO,33,JFK,22,944.0,2,1.0,B6,67.29
1,1,SAV,34,BOS,13,901.0,2,1.0,B6,321.0
1,4,ATL,34,IAD,38,534.0,2,2.0,DL,133.0
1,1,AUS,74,DEN,82,775.0,2,2.0,WN,245.0
1,1,MCO,33,EWR,21,937.0,2,1.0,B6,55.12
1,3,DTW,43,RSW,33,1084.0,2,1.0,DL,534.0
1,1,BIS,66,LAS,85,1048.0,2,3.0,G4,262.5
1,4,BUR,91,DEN,82,850.0,2,1.0,WN,372.0
1,3,SFO,91,LIH,2,2447.0,1,1.0,UA,426.0
1,4,JFK,22,DAB,33,891.0,2,3.0,B6,239.0
1,3,IAH,74,DTW,43,1075.0,2,1.0,DL,159.0
1,3,LAX,91,BOS,13,2611.0,2,1.0,AA,202.77
1,4,IAD,38,AUS,74,1297.0,2,1.0,UA,287.5
1,1,DEN,82,ONT,91,819.0,2,2.0,WN,198.42
1,4,BOS,13,DCA,38,399.0,2,1.0,B6,524.0
1,2,BOS,13,DAL,74,1554.0,2,3.0,WN,107.0
1,2,MCO,33,PHX,81,1849.0,2,1.0,AA,212.27
1,2,STL,64,FLL,33,1057.0,2,3.0,WN,180.5
1,4,DFW,74,HNL,2,3784.0,1,1.0,AA,553.0
1,3,PHL,23,LGA,22,96.0,2,1.0,AA,347.0
1,4,LAS,85,SFO,91,414.0,2,2.0,UA,288.0
1,2,MCO,33,LAX,91,2218.0,2,7.0,DL,244.0
1,2,MCO,33,BOS,13,1121.0,2,5.0,DL,138.0
1,4,LAX,91,IAH,74,1379.0,2,1.0,UA,702.0
1,2,HOU,74,TPA,33,781.0,2,2.0,WN,79.54
1,1,FSD,67,SFB,33,1334.0,2,1.0,G4,107.0
1,2,SEA,93,PHX,81,1107.0,2,1.0,DL,128.5
1,2,MIA,33,DCA,38,919.0,2,4.0,AA,451.5
1,1,LAS,85,AUS,74,1090.0,2,2.0,F9,161.5
1,3,SAN,91,SJC,91,417.0,2,1.0,WN,149.5
1,4,JFK,22,RNO,85,2411.0,2,1.0,B6,143.5
1,3,JFK,22,LAS,85,2248.0,2,2.0,DL,274.5
1,2,BWI,35,MSP,63,936.0,2,16.0,DL,104.0
1,2,DEN,82,BOI,83,649.0,2,1.0,UA,144.0
1,3,OGG,2,SEA,93,2640.0,1,1.0,HA,236.0
1,1,JFK,22,CHS,37,636.0,2,1.0,B6,168.5
1,1,DCA,38,LAS,85,2089.0,2,1.0,AA,255.63
1,4,PGD,33,FNT,43,1111.0,2,1.0,G4,201.5
1,4,CMH,44,MSP,63,626.0,2,1.0,DL,474.0
1,2,DTW,43,LGA,22,502.0,2,15.0,DL,109.0
1,2,DFW,74,MSP,63,852.0,2,4.0,AA,96.5
1,3,EWR,21,PIT,23,319.0,2,1.0,UA,414.0
1,3,EWR,21,SFO,91,2565.0,2,3.0,AS,225.5
